Plate,Enzyme (nM),Substrate (nM),Inhibitor (nM),Inhibitor_ID,v (nM.min^{-1})
2023-03-24-3E_8S.xlsx,50,350,0,,0.289870419
2023-03-24-3E_8S.xlsx,50,150,0,,0.192021435
2023-03-24-3E_8S.xlsx,50,150,0,,0.187281805
2023-03-24-3E_8S.xlsx,50,50,0,,0.045580174
2023-03-24-3E_8S.xlsx,50,50,0,,0.046643269
2023-03-24-3E_8S.xlsx,50,1350,0,,1.056206481
2023-03-24-3E_8S.xlsx,50,1350,0,,1.05611789
2023-03-24-3E_8S.xlsx,50,1150,0,,0.913685382
2023-03-24-3E_8S.xlsx,50,1150,0,,0.950317845
2023-03-24-3E_8S.xlsx,50,950,0,,0.8787583
2023-03-24-3E_8S.xlsx,50,950,0,,0.756502438
2023-03-24-3E_8S.xlsx,50,750,0,,0.65878634
2023-03-24-3E_8S.xlsx,50,750,0,,0.667202505
2023-03-24-3E_8S.xlsx,50,550,0,,0.481869706
2023-03-24-3E_8S.xlsx,50,550,0,,0.490728826
2023-03-24-3E_8S.xlsx,50,350,0,,0.294565753
2023-03-24-3E_8S.xlsx,50,350,0,,0.298773835
2023-03-24-3E_8S.xlsx,50,150,0,,0.192420095
2023-03-24-3E_8S.xlsx,50,150,0,,0.194413397
2023-03-24-3E_8S.xlsx,50,50,0,,0.049921143
2023-03-24-3E_8S.xlsx,50,50,0,,0.04744059
2023-03-24-3E_8S.xlsx,100,1350,0,,1.327029791
2023-03-24-3E_8S.xlsx,100,1350,0,,1.268338119
2023-03-24-3E_8S.xlsx,100,1150,0,,1.277042205
2023-03-24-3E_8S.xlsx,100,1150,0,,1.277883821
2023-03-24-3E_8S.xlsx,100,950,0,,0.992642292
2023-03-24-3E_8S.xlsx,100,950,0,,0.966286409
2023-03-24-3E_8S.xlsx,100,750,0,,0.850630592
2023-03-24-3E_8S.xlsx,100,750,0,,0.811030324
2023-03-24-3E_8S.xlsx,100,550,0,,0.61276321
2023-03-24-3E_8S.xlsx,100,550,0,,0.591191252
2023-03-24-3E_8S.xlsx,100,350,0,,0.383555617
2023-03-24-3E_8S.xlsx,100,350,0,,0.352017149
2023-03-24-3E_8S.xlsx,100,150,0,,0.243714402
2023-03-24-3E_8S.xlsx,100,150,0,,0.234678099
2023-03-24-3E_8S.xlsx,100,50,0,,0.061349409
2023-03-24-3E_8S.xlsx,100,50,0,,0.059267515
2023-03-24-3E_8S.xlsx,100,1350,0,,1.326719722
2023-03-24-3E_8S.xlsx,100,1350,0,,1.29048592
2023-03-24-3E_8S.xlsx,100,1150,0,,1.314383397
2023-03-24-3E_8S.xlsx,100,1150,0,,1.231240552
2023-03-24-3E_8S.xlsx,100,950,0,,1.090225503
2023-03-24-3E_8S.xlsx,100,950,0,,1.076981118
2023-03-24-3E_8S.xlsx,100,750,0,,0.937981519
2023-03-24-3E_8S.xlsx,100,750,0,,1.158883686
2023-03-24-3E_8S.xlsx,100,550,0,,0.787465064
2023-03-24-3E_8S.xlsx,100,550,0,,0.68819862
2023-03-24-3E_8S.xlsx,100,350,0,,0.381960976
2023-03-24-3E_8S.xlsx,100,350,0,,0.424972005
2023-03-24-3E_8S.xlsx,100,150,0,,0.253680912
2023-03-24-3E_8S.xlsx,100,150,0,,0.237955974
2023-03-24-3E_8S.xlsx,100,50,0,,0.059666176
2023-03-24-3E_8S.xlsx,100,50,0,,0.062323912
2023-03-24-3E_8S.xlsx,100,1350,0,,1.385101326
2023-03-24-3E_8S.xlsx,100,1350,0,,1.289732895
2023-03-24-3E_8S.xlsx,100,1150,0,,1.289622156
2023-03-24-3E_8S.xlsx,100,1150,0,,1.250642026
2023-03-24-3E_8S.xlsx,100,950,0,,1.001678595
2023-03-24-3E_8S.xlsx,100,950,0,,0.962609874
2023-03-24-3E_8S.xlsx,100,750,0,,0.846998353
2023-03-24-3E_8S.xlsx,100,750,0,,0.792869127
2023-03-24-3E_8S.xlsx,100,550,0,,0.61316187
2023-03-24-3E_8S.xlsx,100,550,0,,0.582199244
2023-03-24-3E_8S.xlsx,100,350,0,,0.417087388
2023-03-24-3E_8S.xlsx,100,350,0,,0.362426615
2023-03-24-3E_8S.xlsx,100,150,0,,0.265242065
2023-03-24-3E_8S.xlsx,100,150,0,,0.243980176
2023-03-24-3E_8S.xlsx,100,50,0,,0.068436705
2023-03-24-3E_8S.xlsx,100,50,0,,0.059488993
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.231160869
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.144882873
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.229492579
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.1916946
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.184249543
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.173393206
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.226753595
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.168313636
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.210693189
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.157432399
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.212834576
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.184448742
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.205190321
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.184100144
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.228745583
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0,,1.228645984
2023-05-18-E100_S1350_CRC.xlsx,100,1350,99.5,ASAP-0000153-001,0.108700316
2023-05-18-E100_S1350_CRC.xlsx,100,1350,49.75,ASAP-0000153-001,0.019235138
2023-05-18-E100_S1350_CRC.xlsx,100,1350,24.88,ASAP-0000153-001,0.094880897
2023-05-18-E100_S1350_CRC.xlsx,100,1350,12.44,ASAP-0000153-001,0.135716658
2023-05-18-E100_S1350_CRC.xlsx,100,1350,7.463,ASAP-0000153-001,0.21268211
2023-05-18-E100_S1350_CRC.xlsx,100,1350,2.488,ASAP-0000153-001,0.408170869
2023-05-18-E100_S1350_CRC.xlsx,100,1350,1.552,ASAP-0000153-001,0.599003356
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.776,ASAP-0000153-001,0.972675477
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.388,ASAP-0000153-001,1.662924351
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.194,ASAP-0000153-001,2.598860092
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.1,ASAP-0000153-001,3.037720033
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.05,ASAP-0000153-001,2.58904955
2023-05-18-E100_S1350_CRC.xlsx,100,1350,99.5,ASAP-0000153-001,0.023542813
2023-05-18-E100_S1350_CRC.xlsx,100,1350,49.75,ASAP-0000153-001,0.049513361
2023-05-18-E100_S1350_CRC.xlsx,100,1350,24.88,ASAP-0000153-001,0.100831962
2023-05-18-E100_S1350_CRC.xlsx,100,1350,12.44,ASAP-0000153-001,0.165795683
2023-05-18-E100_S1350_CRC.xlsx,100,1350,7.463,ASAP-0000153-001,0.205560751
2023-05-18-E100_S1350_CRC.xlsx,100,1350,2.488,ASAP-0000153-001,0.386358597
2023-05-18-E100_S1350_CRC.xlsx,100,1350,1.552,ASAP-0000153-001,0.583714846
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.776,ASAP-0000153-001,0.954299384
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.388,ASAP-0000153-001,1.665588636
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.194,ASAP-0000153-001,2.698584011
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.1,ASAP-0000153-001,3.07078704
2023-05-18-E100_S1350_CRC.xlsx,100,1350,0.05,ASAP-0000153-001,2.568009172
