"V1","V2","V3","V4","V5","V6","V7","V8","V9"
-16.0615995516651,-3.70607675883686,-15.5557601552932,-7.50807364262082,-3.45875672971085,-15.3930386012215,-13.6705871455013,25.6352603250649,61.1130525689456
-3.21837903681211,-8.64297008003713,-3.75916082700901,-16.0942421662943,-3.860513961324,-6.51611477504298,-7.38687188182538,18.8513741074072,44.6456395738525
-7.2624976315964,-15.3153305562674,-12.9727916783863,-8.8736014816123,-15.3792797046457,-15.4125747664645,-8.53342732596491,10.5821568026149,22.1127786917088
-16.2905353240934,-4.22392411463475,-9.95069006117433,-14.3533934413949,-10.728592992567,-4.16567039880482,-7.25462826121692,42.7040695350326,49.5753896199341
-14.1631368224439,-13.5955497345156,-14.7090792265399,-16.6775450560758,-12.1975276496732,-12.0905860103793,-14.8294904621011,55.9162109366851,6.58603175071185
-9.76066328393901,-16.0053201533174,-16.6189742847341,-3.79991488617891,-16.827951295468,-6.00513011326967,-15.8659121049023,5.69729929530295,9.55411697173258
-4.35030399602419,-16.3946496515921,-8.51432236911636,-13.8585643302179,-11.2174335443433,-9.36400960727967,-11.8946515654465,66.4020637019479,49.2280951727007
-8.01967664529989,-9.47091150412056,-5.84632875770656,-13.2004339953372,-10.4266848806362,-7.92235410911543,-4.28537949096039,59.343832575524,74.930003766407
-11.4352882736037,-12.1130503499191,-15.5252159411758,-4.2601441907878,-7.40898781798501,-13.3685976770441,-3.66554758515908,60.6671386244183,60.128444488527
-5.66100003098184,-16.7980344719938,-4.06837417209661,-13.9595995526514,-6.98455268787593,-15.9305207733861,-3.56059286840772,3.56107174048084,20.5156499813951
-4.79600177723076,-13.1150722860773,-12.582522096165,-5.25648252537102,-4.88910504725995,-11.9291070182584,-5.46199677126435,70.3308710530749,14.3673657110834
-3.78365806935308,-10.2938704291927,-15.3702815565243,-3.21250778461108,-14.4453329703668,-7.54269868319621,-8.30994482578803,13.1777261763113,33.3940074775543
-13.0881698201252,-14.3891405343805,-12.5268309275121,-3.49524659768399,-5.25117547529843,-4.39464185066288,-13.6110392284105,2.98959072885336,69.7263497156615
-6.99136046839412,-3.40426664478704,-8.45873385640327,-12.6430116591319,-16.0104828806296,-5.86899318969389,-16.1913896413222,63.1313397431164,37.6715539174969
-6.67197350884462,-11.4066043887851,-13.3576920615421,-9.65629170425003,-5.34499143452942,-8.60591581122857,-12.832505974045,62.3940667264047,21.7076834436273
-7.09661834515212,-5.5613715306283,-4.2811887208405,-11.7321623437144,-4.65181342215696,-15.5635093511599,-9.71277121886332,7.92890506961849,37.9287755227822
-12.022534283794,-4.11709598099487,-14.3503961138045,-3.05560752589116,-9.54896738933772,-4.93269899980631,-13.9536810212983,4.97409236644744,13.5236582986603
-10.8982965365886,-10.8519203954837,-7.92115391244227,-3.42072932612989,-4.49045073784655,-4.11056541174697,-3.03025926350663,57.866537232144,60.8416400481539
-10.6491179493289,-4.5450833272282,-7.17531981348433,-6.32805404907605,-16.5034005309958,-12.6619694359954,-14.1589086197452,16.7789666781435,19.9180790893792
-6.54510162191093,-5.94410022280877,-9.66397486013733,-15.3419177257633,-7.5686076130555,-12.4485724303825,-7.62523241556622,67.4415334311838,65.6526260494895
-5.57988304844173,-11.4672891260581,-4.34886585478764,-3.13247556163929,-13.6172992605013,-15.5821189641445,-10.6773301631142,0.340139870467829,29.4053977585165
-13.8294058361822,-12.2116063974076,-7.32102569582313,-9.91707470232202,-13.536619236778,-14.7857782187131,-5.15815360737825,2.73706626677304,65.4436266556615
-10.6407130901301,-5.0523240218726,-10.4629121172032,-5.15286709831748,-12.6075935591888,-5.43689579414809,-10.9344556731298,71.2602035154356,47.1912632782536
-14.4528410352068,-16.2119691906748,-3.4695816243859,-16.7951770062996,-16.0304961439404,-14.1690375336627,-15.5569266069275,27.5724100882478,53.7572836726788
-6.62153906200966,-10.4719814342749,-7.12868702541431,-10.9111925648223,-7.11974498169497,-12.566874401046,-12.9180731665986,55.0249354236585,63.8269845924515
-3.27266918649059,-6.88299361341726,-12.8564838353884,-11.611099168703,-4.08135563036287,-6.01302417859528,-6.45080920185009,25.3895536483498,47.9942969212134
-13.2507015277478,-5.68941915768525,-6.93889401911665,-3.94072394585283,-9.04823436997598,-6.64291178485612,-10.8819545874191,28.8712400694145,26.2118202590325
-15.7304382047085,-13.9357587350137,-6.28091087605338,-16.1155698648631,-8.1483834826313,-5.26430431880197,-7.77183274529176,15.4173187500914,41.0659571684373
-9.21066625472624,-14.5429727115952,-8.21090062279441,-4.49087765594339,-13.4048709714846,-14.1986589180799,-16.4908482180787,39.9545898622891,36.2054975540901
-9.09397557156719,-15.1819449421163,-13.736552315427,-11.0250468528941,-5.43710141847935,-3.1227497168472,-6.01058556605643,18.8049475664855,2.19583675740869
-15.7130666205445,-10.5903951394306,-10.2832460282384,-16.4216587453973,-14.8936742684371,-8.24581971300999,-4.62988186097005,39.7978196924902,24.6596823310771
-10.6761208273019,-7.83636721819127,-13.0825493470454,-14.0653370400122,-8.21944329565577,-15.0857159009962,-14.4832742326804,6.28362872742,3.635121150536
-13.7068205680749,-4.775142503059,-6.92603823049134,-5.97323500979412,-5.85484092117054,-10.78395891177,-14.8531988719557,50.6063756805612,23.1847134068725
-3.89432765695499,-11.293277267931,-8.77695023810398,-12.3469072739151,-10.5220737981992,-15.6416482776329,-10.6379624101138,55.1371286162117,1.61068151959917
-13.9041257498199,-8.04612132370565,-15.4628470501169,-3.20284335436858,-6.21926924360357,-3.32013225059258,-14.1250540736546,65.6383316322346,69.4752328942297
-7.66583196697477,-6.00959539327817,-8.38027396944491,-6.44163178591989,-3.83592166351061,-15.1456260336433,-3.09813498534122,46.6855840217206,58.4739045771654
-3.44772315792833,-16.3419693952128,-14.0173078111005,-3.3195373952291,-6.34098439412331,-15.0359023176092,-11.9133634332898,10.3773526720761,74.3279662009038
-8.75057668363955,-10.9396886120229,-7.68447630989179,-15.4892147206608,-5.3226804143847,-12.7092848297502,-4.95603726491053,56.9386187278898,69.937084686599
-16.0129896271173,-9.10082760515762,-15.2970926732593,-7.8942022727374,-12.8252952932175,-10.5689452343127,-9.35191282676067,27.4223293517134,45.2208529729047
-4.92232655917807,-6.18623300643638,-6.30394005937641,-11.7215963998516,-13.04355714268,-16.0808942308882,-11.4336633384498,7.56165327138151,5.97072194197099
-5.21809190955339,-12.96478488622,-4.50569365767203,-7.93878936061822,-10.6928469630582,-14.3379919816731,-10.3166595448679,61.2986264777079,29.7675048670324
-4.61459426412173,-10.8395984855676,-4.23618005164154,-8.24748056952655,-11.1186803110121,-5.67401876401529,-4.42479990346124,64.181469552638,33.5975594698393
-12.3217386682425,-16.687998900068,-12.0412221735879,-9.95975292927865,-4.82405823851656,-9.81027620053198,-4.50136090513365,12.8800443859887,26.8621518455737
-14.9916387696234,-9.31475630222307,-8.64894153655879,-15.6095205779378,-5.04530608579004,-6.66752752981009,-5.57646072027693,29.2350386074337,8.13833549953415
-4.31744783271011,-15.7212274035309,-7.28600040698238,-10.5710382637088,-8.34799382498814,-11.3512030849271,-3.26071137299528,38.7917431258655,24.893983764021
-11.4424871721566,-13.3972141860775,-9.227086970184,-13.2436411719942,-16.9307287036059,-10.8034842152577,-16.2624360638852,52.6936768855609,67.7380474607111
-5.57392136009596,-4.13412377603771,-4.70174146331614,-12.8370478994022,-3.04431291877665,-16.6471410767236,-10.1644616323379,37.8718627409893,15.7247992397344
-10.0000457835398,-4.94831618240196,-14.0299878314515,-5.37286646132777,-10.1760026639407,-8.00575923784822,-8.02533806815045,26.1104322421888,55.4627849564538
-16.7253371231393,-10.6086664525028,-3.82831148805376,-14.8528468774422,-6.36742161849094,-6.08108476843452,-6.70791655883519,39.0451353446406,0.56759843081818
-10.2250527633694,-3.45323623811686,-14.2766291616787,-5.55043773675151,-12.4777426694972,-12.6401544626211,-3.55323405573145,66.5208634121111,58.3795171553269
-7.75482257691119,-15.7603686758908,-8.6351312711928,-11.6540508958846,-12.0077214806252,-6.50436576640326,-8.74938086123858,41.4107646714721,22.7445592847653
-15.4837904202365,-10.2020487228557,-16.7066711999071,-10.5525517707192,-9.24360898293555,-9.42915578089794,-15.8334202845609,33.5425265399565,71.8578159117897
-7.16956989701279,-16.8228773035631,-7.38834323749179,-4.56149141699867,-11.2788268320151,-14.8025091843498,-9.59291137607303,70.4250039362116,19.5046423110995
-12.1229762843032,-6.63660921555525,-12.0180467022057,-7.38217793758679,-4.453318711631,-15.9962006042511,-10.3731954570119,23.2361246943357,72.4650090499199
-14.0758904359592,-11.2796023864285,-9.61295517788315,-7.29931374463066,-9.22594954075105,-4.09666539120535,-15.0823717962219,31.2391814326867,65.9636669719883
-8.05566555550648,-15.5206649713912,-12.0071979175988,-8.61200048597669,-7.65223089121794,-8.70060225754557,-16.6094296250157,3.99562162680086,40.4093043096887
-14.7600020289626,-13.6360439518471,-12.4138143058466,-12.1610724802651,-3.00117510674801,-6.9856825100584,-6.0641987226326,6.66944156654645,34.0299535146332
-3.5894171780278,-14.1767986190394,-13.2040116625372,-9.9347227146239,-13.7467531840708,-4.44897950401018,-4.10640533711016,49.2779234869697,59.9870255190006
-10.9984830988226,-14.9755214465675,-16.9735181634305,-9.69589266378665,-4.60728300076211,-11.7285553160612,-14.4487023344007,60.3119411471067,20.1985340176674
-15.942874054878,-7.60579147504875,-16.7685009528715,-10.2083276746906,-8.29642792828148,-8.40725324385101,-7.85897310783807,59.1329074560315,65.0653369249601
-11.6790245077759,-7.38662634246005,-15.5635764511186,-8.30767830017675,-10.4474312219131,-14.5531133564678,-10.7082661146251,3.47004301463021,41.4860860100831
-6.15826149963913,-8.60708379333047,-4.29425365656614,-3.56753121760022,-10.9715742423027,-14.791209207505,-13.02624765115,43.4671141217637,38.0439178764413
-10.452824767353,-9.65397135102889,-10.0411138450769,-9.29010633506952,-13.7186747810519,-6.20307017355366,-11.4935515415776,15.9854379146418,57.7705242934171
-8.80735385267436,-3.50574134397041,-8.90433665823983,-12.4692790673212,-10.0928709223107,-11.6259673033799,-13.6602425160799,5.4201806197234,31.0869024411833
-10.298512358211,-16.1954499671161,-3.25817317260336,-15.2189530007485,-16.2345561613957,-8.50997163739987,-4.14755433525844,5.48650146618602,3.45047474799212
-12.3591043975921,-9.01619663073821,-15.8172517772783,-13.7701471458497,-12.7128479957571,-4.86400103397854,-7.03306183562428,30.233744953014,65.5163132056477
-14.9256978449323,-4.50809399328055,-7.14393620981323,-8.29486151748151,-4.50012343191681,-15.231668978631,-5.42676981241675,45.6563351043442,32.9670884975523
-6.43374254373694,-14.2751397176823,-7.77856595720025,-7.65276668886095,-13.5764051154824,-12.9111990438909,-9.2624967516223,1.54095950945048,55.2455723128805
-16.0910726608229,-3.37559315023478,-10.7307432782007,-11.0209122899035,-14.1572857989073,-15.1603482149076,-11.2788877090225,55.9941890970454,22.0020672355837
-3.19394930244749,-10.2344401942827,-15.9044655347331,-6.03532071993407,-10.7584452388887,-10.1266022768477,-16.1829486824917,5.14911100337631,8.49098180924775
-11.3894297267958,-16.1831058270941,-16.3750786091434,-12.8699978628797,-9.17635291063366,-7.37503709577117,-9.52673242165428,32.9473192093195,65.2779022576986
-14.3375905778985,-8.21430889334949,-10.8992929312065,-5.54330846997956,-13.4629072118197,-12.7902173680896,-6.00781134547852,66.162268625095,8.94958117600763
-16.6490615386837,-10.4520392437032,-6.97202956925565,-16.4422972635445,-5.56645705518872,-13.7326389625794,-6.39799019637611,74.9494990259002,46.8465306835715
-13.4303926931038,-13.6563259497206,-8.8850401726705,-8.10322939299839,-7.52637184216268,-13.2541554543944,-9.80024311053148,36.035993455915,49.1411068582325
-10.3353894139994,-12.5233529302622,-15.8329847599319,-13.5489261825457,-14.5310700764121,-16.8622748926389,-15.5894346300862,28.3262458409881,33.0718956830213
-13.3499618179896,-3.65085109745106,-13.6336327016186,-15.7363451745552,-6.43569767935202,-10.2856585205062,-5.90146342810337,29.8327231421659,30.0813879849622
-6.12842552533653,-7.47391370650055,-6.11920434581954,-13.6783470059126,-16.6153666452616,-4.98097171239182,-12.1978600182571,46.5093357340316,24.7847251317173
-6.82522478987789,-12.7825527729504,-9.16193633206375,-7.28746886252426,-13.132429827854,-10.6900996700311,-14.0027952296338,32.3020861494297,28.5940591936524
-9.43478132729046,-15.2004791891696,-6.54630784686701,-16.5644766299902,-14.724044514088,-12.7824665238513,-10.8505483265915,44.5852314859279,21.0286687363638
-16.5705234833704,-5.21523961230414,-13.420520931622,-6.18308187005017,-13.5874537678212,-3.29759525158489,-9.77855164596718,63.328850256867,67.4150897837535
-7.03447671351442,-6.3889681378915,-9.85303039106308,-3.90430589223653,-9.69888356284425,-6.32250164002273,-13.2315791499978,24.9039220074657,48.0907035292417
-15.6144978719149,-8.91510881203599,-6.85275682556117,-13.736925656335,-13.6869386387081,-4.63805389700085,-6.50046248654602,14.0191628362227,24.9317480064696
-13.2357925320338,-11.7560715384041,-5.48466751083592,-11.2943601960572,-4.34136583273346,-14.9293376663472,-4.83313829146,31.609995160962,71.1842683889845
-9.12556052403152,-7.97648028237419,-6.40147327492479,-13.9757556855087,-15.866725317725,-16.036660595905,-9.85760558349313,49.8335975605412,13.9983169754909
-7.92161935257399,-10.2730629343549,-16.8940436420329,-13.8309587307903,-12.8534384633144,-15.8423015959188,-6.89156554307882,10.8955889918434,39.2458328738983
-12.8618600332588,-7.70976747865509,-12.0497706145388,-8.85585141920857,-15.21474535977,-10.7897066469076,-4.31485166034428,23.6286350173526,7.2947551250516
-3.3594050473664,-12.863386837943,-11.9573729581879,-4.77635181828681,-4.04737982409447,-8.17660211275518,-10.3904393450529,7.37110448278254,39.3322882583714
-8.19563936471334,-15.3668208659519,-10.8617119982224,-10.7281361790337,-4.97759342587972,-16.1176420117165,-9.51627033139067,20.4587735603331,73.8656117644161
-11.3147620634302,-4.76092986837728,-3.3227589480835,-3.08941866226029,-6.78334954637941,-7.33116119779972,-4.62023544389708,33.8445024728193,24.5996489442419
-6.79706591604557,-12.3259669580385,-13.9253069927716,-7.99292097729444,-15.5194212903706,-12.2784739798354,-16.9996749459812,69.1680716454866,11.3722002732335
-10.4664985091882,-15.7086926179095,-4.35929259066843,-7.41261413474055,-15.2428078838745,-3.53636848452641,-13.9385993628595,22.5697365186643,69.1314165448712
-3.20684649246838,-10.30883564306,-8.56324250866845,-13.2240588355698,-9.66201272905851,-10.0088731172406,-12.5928454931485,17.7269818821922,5.74704868602566
-3.55723363282997,-7.49303036764357,-9.88614634481771,-12.2440639156168,-16.1052175717507,-8.61978428682778,-8.47342057867348,21.461189940304,33.7364383856824
-4.06650139872404,-8.34167756123934,-13.6737552114162,-8.76710866098572,-16.7461579957064,-11.7181968101286,-16.5119756261483,54.7143403734779,45.2467528893321
-10.2677723188689,-14.9974781862241,-9.63425786464708,-7.98243279046705,-15.3257014410943,-9.48197194555635,-9.33389719354454,67.3263980098651,66.9930439683551
-15.8554362595193,-14.2100450117318,-5.47553389350092,-5.74176044329442,-3.41167837503366,-4.7072319825138,-6.58679296433786,72.4353602676129,25.1273045915645
-16.798322954041,-11.7761652133791,-6.59412932070298,-12.6216563536795,-16.4515363754835,-13.7143293624721,-7.25728635484492,6.4943560131127,70.2291117932706
-6.05830897743162,-12.2872573224371,-16.3408274621917,-12.3357941470435,-8.15673400522256,-13.7768945496352,-11.169486759142,26.043604321091,61.5667211619846
-7.81978103826381,-6.41100081146648,-9.39894468394807,-10.4611316015963,-7.48587161136651,-10.4072781472555,-13.5705821092296,23.3355332185049,25.0047523105284
-12.9259103591265,-11.6138030848755,-6.45834429821977,-11.5320277493563,-13.8931926779347,-14.2453746353984,-13.8966002007243,41.8070465622819,39.928430376621
-3.47891017038142,-7.2019210441364,-14.5793885644893,-12.3612498355871,-8.83393730234681,-7.18352337006247,-4.90052367732581,3.67706529207062,2.88327527002548
-12.983701069057,-5.75609684497491,-11.3769241482946,-11.3601986022084,-10.0341512342831,-9.78624863737915,-6.21681853724131,72.2895078348345,38.2992571124167
-16.3140259980611,-12.1463793743276,-8.53856517429231,-10.0253612585613,-8.95749965406489,-7.59550358814746,-6.87647929509543,74.3245061842259,24.1927456463221
-11.33041993648,-6.23545362703968,-7.37149793351255,-5.65237626925856,-13.8436832958851,-9.0972209265586,-16.6437820852823,66.5635465844767,30.9476662770321
-3.85255250871973,-10.5012685727738,-12.1894632598395,-15.6855077195629,-13.0693330942984,-11.3856024076608,-4.56147555151395,30.7453900916618,18.5886721324408
-11.274708871596,-7.2362948298119,-6.77473800662858,-5.33778300207667,-12.4979344512671,-5.05409382963413,-9.93749149080319,36.1013269376708,32.4277551647101
-11.7704891402954,-12.922477941494,-10.5578111223993,-8.74958489919314,-15.3660063303197,-4.36818741647759,-12.0509063362749,66.8967402324022,58.7948426618997
-9.70367803688394,-13.5258247801373,-7.08793364164606,-5.43733268107707,-8.07501225348655,-10.0961046340214,-11.1132434514295,51.7753595925809,53.1367945802165
-13.8777247640421,-12.5104853607183,-4.1465897608716,-14.9241427765526,-10.0017757458799,-13.2747445303355,-13.2781985408785,10.9669464361388,72.4359658750996
-5.12662004676275,-4.70387217459409,-10.8155303518465,-10.3604659196986,-9.64218417571904,-4.79977555468725,-9.15048044755124,56.406127404829,23.8328083787696
-13.4521091780653,-16.5423375175488,-13.9582370267925,-11.4840404313756,-4.8519359186138,-12.495086105614,-8.6118198198881,12.0487041103654,56.4304570749868
-8.46946929766284,-10.8190039982186,-14.1070890885703,-9.0943877993701,-3.9403272297834,-9.12581915205903,-8.18496831000596,30.4503570880566,67.1600803378271
-13.7274395396677,-5.10687979727192,-3.69291334066354,-11.8591799866087,-7.63540013246937,-7.3125628573359,-15.1123132098159,21.0831868070411,47.3244530352065
-4.26780398902111,-15.8599351283293,-3.10135716025671,-14.6987191795786,-16.473799855181,-13.2946395331388,-13.1380051529827,25.0005691035592,41.0129233586602
-16.0864211483421,-14.8378688788926,-10.005370705151,-7.59839124891302,-15.8269336409392,-11.8189318220895,-8.35483562190272,53.8134110183513,66.0635148282687
-6.37697462939843,-14.8214144288204,-5.31298003401328,-7.62911473562103,-13.1041606168118,-9.14250153664127,-7.15957114515034,74.2493395352445,61.9627905644942
-5.39774134884495,-15.0660865005683,-13.0106992426389,-15.4447559947735,-12.253606614463,-15.5915330843003,-13.1987108359276,69.8866535315523,36.0983393107192
-16.9355310281003,-16.6230129929194,-7.03737162301363,-14.3392732744673,-9.16229487599665,-3.90625220634043,-7.42858644364588,51.2153686622798,22.8479580814135
-8.91619744264847,-7.10205591369094,-9.25182621842949,-13.5085255645942,-4.62863975999923,-11.1953206376894,-11.2078870914183,1.4497087187483,18.1936398385093
-3.65001296010334,-14.0119578903317,-7.5034980237009,-11.8950324305496,-6.49732406877913,-4.05419150883332,-16.98196715798,34.3090193696204,31.9885047657823
-13.8365932449894,-16.605623491595,-16.1322432732028,-5.7776355136307,-15.7091173766097,-6.18653997077234,-3.09763851534389,12.2814409527462,56.643479012145
-16.4286218313472,-8.40150353573821,-16.6966120261759,-6.20176849062275,-15.9072427599165,-7.66106134532252,-3.9244826891562,74.3820470919949,23.4034276694118
-5.06984977708477,-14.884157888331,-11.8343007530607,-3.34865635973401,-8.38840026552696,-11.4061777700232,-15.4763517372943,23.4387878003006,1.06437542352942
-7.29856938541448,-13.4360341889458,-5.80408708326705,-9.85719433148624,-4.07640155159729,-4.73441802176274,-14.0544633527524,72.0537289084692,40.2376674875384
-5.44770397389867,-9.87118879047548,-3.93625952939503,-6.90995792094013,-11.726859171629,-8.15536421328224,-4.71594814854907,45.9135741701117,42.4279878039553
-9.67508322617412,-13.1416535178982,-8.22565808698069,-5.03303743472416,-10.5107062294851,-9.87858059587143,-7.45044538385794,32.8713295591821,51.9686950078409
-10.1030225335336,-7.4607390195746,-13.5820409541405,-5.62648069393635,-11.3556905973428,-16.3578039971692,-3.50050937017193,47.2492574037518,19.3181501242623
-14.0403249979229,-6.45704245008761,-5.20315052541578,-5.91010289329803,-8.64545253050188,-3.44282748193899,-9.37317545354785,29.729691080167,42.1570442396624
-12.113800427157,-8.69227820874844,-7.36188048525807,-6.87501541841961,-5.74104573788494,-14.9798054233538,-3.34495994418394,71.0781745626242,63.4496815793565
-16.4065944158407,-15.7844162189919,-7.81542311574705,-4.54740146213816,-9.10192801913014,-3.3699104528157,-3.91030100412713,13.223814087332,6.2052391101548
-8.02625689212838,-9.28964195280475,-6.23704787471937,-14.4369479302405,-15.5579198390697,-13.8376956572253,-13.8313699462763,71.6133968651528,56.7362252793799
-15.6769474231196,-7.62499726764718,-12.9663484754753,-8.02229840619676,-11.6777725930628,-5.01860667740041,-3.4292221460524,47.521772470884,8.08367201158544
