"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
-11.9982128602844,-10.1682091311477,-10.6587356989328,-11.7417769451295,-10.5128029746106,-8.70167539219791,-9.36992893091822,-6.93648983578663,27.9725181725516,43.705493742699,31.6838076471293
-10.6467035786021,-9.18286159839947,-7.88705880787876,-8.14576302547194,-11.9911520736241,-11.958430582779,-10.303377119856,-11.4220817750748,29.447516873799,24.9599251193285,38.0072893709585
-7.75616517816065,-9.65840427390952,-9.8097108609397,-10.0746458764225,-8.21986128629046,-11.6397996254461,-9.55059851951106,-12.9818565621832,43.6527268205769,31.9738073990098,27.1202766115253
-7.91818279241584,-10.7864093076983,-11.4477769748378,-7.13410508565372,-11.7298046973678,-9.26202154478803,-10.8113670808761,-9.61500454934034,43.8428259632899,29.6439754895226,44.7172523200221
-8.7302001074804,-10.0576538477079,-12.8464653265625,-9.72441866305657,-11.7404516818533,-10.5126849251674,-9.11293472719193,-12.2348812284623,37.7355174650496,47.0856697256269,22.1300759205536
-12.9396346482439,-7.24569267091108,-9.3062074636952,-11.7118848589309,-8.69599360815948,-7.84603674656525,-9.77832002442237,-8.19142132042348,46.3702459246851,20.9481858550454,33.2285600678239
-8.8460812838031,-10.6453911328162,-7.98576711656619,-11.5909573952551,-12.4925283995923,-8.82100891706347,-11.4707168483352,-10.407528510598,43.4420995325258,45.6075528535293,36.4483432594745
-10.6243438593261,-11.5567890861128,-9.54200947629521,-9.45453834653273,-7.84747360887006,-8.5295458950391,-7.65797395134671,-7.96441371149058,47.9560425763659,25.7734815130359,41.3726116531296
-7.99783297478408,-6.88565608440759,-12.2335693783183,-11.6270383105734,-10.3883861704008,-8.78302457973687,-12.2101887138113,-8.11850605811691,30.0224004341522,41.111608536233,45.819420120155
-7.80779224894755,-9.98866125420993,-10.7318119025794,-10.002860189978,-8.57866091164201,-13.1439012285005,-9.8954266054593,-8.06645774352364,32.8864424262196,26.1350546122121,30.9783740415238
-7.43206206785003,-12.2870276379464,-10.0526383540342,-9.58241673502373,-12.5808290415448,-13.1752626803392,-11.1343741073804,-12.4394221634492,54.3132987051678,36.8447998233838,36.5549567056121
-8.14186596612446,-7.6490019416525,-9.6153558217776,-6.11219389258046,-11.1486280655363,-8.65042683221446,-11.9307696901406,-9.17263027981389,23.0398553559207,42.0822571063007,41.2493421144784
-9.80260407880181,-8.76355968320835,-12.7626820423128,-7.68763853843044,-6.67691749685816,-9.86821119859908,-8.70041816476546,-9.10512764270324,24.2142671106092,33.4167698700505,34.1397491805546
-13.3292838837956,-8.12412282025581,-8.93459898016509,-7.66604705784237,-8.64077448957274,-12.7092021415937,-7.05535365188634,-8.59367151237512,36.7338211347233,18.8995137671416,32.2737116843986
-11.5657270036405,-11.3557894628132,-10.8582758101607,-6.6108829760435,-13.3562887510518,-11.0938790911823,-6.35031904682843,-7.39714387484733,36.7708999458002,31.3063531644351,29.0172939548444
-10.0900715647712,-8.40800248657167,-10.9081997927297,-12.1754822307825,-11.2656714489316,-8.93894341897545,-6.39964260239899,-8.92882097924175,49.2872179945931,27.7509274636977,24.1232814677409
-11.1546099089244,-9.30924854903435,-13.437318876083,-6.40950436734175,-11.8145651736143,-9.73863403338194,-8.27565410744864,-10.7439419415984,35.2100965377758,44.1832889011188,47.4706024015672
-10.4388592392434,-8.8344524694588,-13.3051699324227,-10.420497306555,-8.39817131030047,-8.02479757666122,-11.4019977818923,-12.6752154618711,34.4406634603743,45.7630414281331,40.2467857188487
-13.3869603923629,-7.73650165479211,-12.2868277375172,-7.37465118556749,-10.4116799715674,-8.20810580699379,-8.50786410236126,-13.597118129178,33.5723223154549,57.5562292714545,20.4380515975936
-12.18698212972,-10.4402829406331,-8.78323885103269,-11.3826440017098,-10.2415937997168,-12.8310094659762,-8.91231455736747,-8.26152296388335,45.4112553576473,28.6068308558548,52.8469579100492
-8.54375066924607,-7.37522406637669,-6.37251262282999,-8.56022825691477,-6.64915379033797,-8.26305542534404,-11.8943719695327,-8.02324377375422,25.5635535844252,23.1862690359412,36.4727585620887
-9.05832721928321,-11.6678346711812,-8.14537700132467,-7.01988340938883,-9.83437454565847,-8.34305667566322,-9.5566398137603,-9.74859742672835,36.1368257563154,40.1181140640518,22.7867343985301
-11.7591372559187,-10.9113049611137,-7.41586318119988,-11.8585853460808,-7.04237714116322,-8.80397095766943,-11.8248353154832,-11.4370586682386,44.1995507067943,23.7329735480889,54.3750027390837
-9.20586529680202,-12.8110962085105,-9.19587512375833,-9.86368714042893,-9.50163726132316,-10.3714238528362,-7.57872679345682,-12.9102083719429,38.6056438772881,54.156277210149,48.71663233086
-6.85585889908066,-7.88705576514872,-10.7585589113347,-8.74490144312382,-9.39222995709907,-7.64034960764134,-12.1293969082693,-11.8620607638462,34.0046581349045,31.7386355303403,19.5155874556513
-11.7389381872611,-12.0127196213542,-11.979240632338,-8.58132745401655,-12.2551777491239,-7.41490567058558,-12.929671872545,-12.2814152067266,47.5430184573226,39.6061911025434,44.3486360914889
-7.01052592437109,-8.21486153597291,-11.9023212206317,-9.99540676325467,-5.8025299927569,-13.7569725269261,-10.6844604204712,-12.8374190860149,33.1011956101691,30.3921872638457,52.8895467051887
-9.60951528351242,-13.2971430209004,-10.4667517794156,-10.8247185880858,-10.8666465589977,-6.13953943009581,-11.905473104917,-7.94160261261649,28.6424352744303,41.4665876418294,34.9381055180915
-6.88636992161814,-9.04400196509715,-12.4700199218527,-13.2708478667624,-8.10850968270004,-9.91021913062921,-7.54918550690915,-10.605017029013,47.5704408704652,20.7975373479479,47.8978925504023
-9.89561903759604,-9.90523602388613,-6.82519968083175,-11.3574054507548,-7.41382549401652,-11.6112605264345,-13.6498754673116,-10.3284536810569,55.1926791683596,19.6263665618899,30.5746373541711
-10.1235620137337,-7.32813427519007,-12.4789174410868,-12.1249492936963,-13.3266603378053,-12.5785434923377,-7.38390221022815,-12.5143897892754,41.0630335833645,41.6753566695261,45.9870569181454
-13.0578344661305,-6.54988064098684,-13.2785647733537,-11.0431124010212,-7.30029065144574,-8.56899552345974,-7.3165204564333,-8.79363383000065,42.579650315037,49.8820559085987,50.4581527254952
-7.8711816868782,-11.0740092219668,-9.50944470742857,-13.0236320794215,-9.28857281324174,-11.5111717632767,-7.28155758984992,-7.81025395025033,40.8357350410544,48.8306299879798,35.7917294989165
-8.07932596231392,-7.34366711367248,-9.76650091439672,-9.3729972786177,-12.7073920185124,-11.6364761978122,-12.1103339253766,-12.9256950298562,55.0487195855181,46.3709482507082,22.043792557111
-10.5253326643789,-12.2393133235211,-8.77704631063296,-8.2684344347748,-10.6637095103352,-11.4604976049867,-11.9524731965046,-9.8653916945965,25.0033112368954,46.7290297078318,48.7611986394448
-11.5080824243063,-7.00228540658904,-8.87143195781112,-8.39852391370619,-9.7146186569063,-12.9426941144583,-10.2712658771216,-8.45111608755263,23.398416411801,39.3547085689148,29.2995347909164
-11.0758207539315,-8.39409679757431,-11.581766548343,-6.97345550968125,-7.61229209635733,-9.69624710722687,-11.8827576398682,-10.0562142435987,47.0486943562806,22.9958722014155,51.8352630081237
-9.5539840167854,-11.5505298219873,-9.59483655251935,-12.4520558674806,-12.2337700609607,-9.57544824693631,-13.5045624518702,-13.2876888068644,24.0697758883412,21.5691256950726,52.1191188708704
-12.4350790376761,-9.41737141869683,-8.67353664822737,-11.9115881206505,-13.7582395688342,-5.96267304051435,-11.1493326260871,-7.55858389169164,30.9618502099067,28.5428550369339,46.6715048679791
-11.8257594610401,-10.3381911346884,-12.1735639720741,-10.9404858416622,-8.52089187142532,-6.41364596648281,-11.6194561930969,-11.0166873231591,56.412353621854,19.2811392740405,29.3820679496101
-7.65485489563923,-9.34018239419255,-10.8364320223145,-11.2390004419242,-7.01290151306195,-6.26556684568478,-9.04862792204739,-7.24429944186006,36.2693760499998,34.028635030333,23.4828964671004
-12.1156885274583,-13.1154344951208,-13.4582401182111,-8.28368599847146,-7.46212659479911,-9.04327563777054,-7.12355116093624,-12.819037326972,43.5462434680201,30.1289836171141,42.4943071914429
-9.50353410961479,-7.41579499520455,-6.65866205820208,-7.88217655807966,-12.40526620244,-8.08258116673725,-11.9383909289348,-13.1991143905325,48.089274774614,45.5042800050869,53.8573495500139
-10.7701431973767,-6.43674446880259,-10.3859654212319,-13.7962366020018,-8.00698033696413,-10.5819794381061,-9.24733452831348,-10.9849212816856,32.7243434267642,54.3114561185008,23.8428645442938
-13.3452332251105,-10.6264865484498,-12.2067785398122,-10.5825595334391,-13.9365903792195,-12.479659585861,-10.480534723246,-8.15736655964283,34.1241165662126,42.2773502198223,47.9645046781807
-8.2597737344238,-8.38944756414136,-12.3676015964318,-13.1104774876079,-13.0261064036246,-10.8274059781055,-11.381696664629,-11.3777522246377,53.3838429912168,59.6165666390676,48.0746325414861
-9.91198818028579,-8.57590855491161,-8.80362310296949,-6.82276913714595,-10.0601927197301,-7.76840373723442,-5.92437367350282,-9.93505567803141,28.661361947417,22.605386013526,37.3896324223839
-10.0530499718627,-8.73222289230814,-6.17272508749645,-11.3612797142519,-11.9169964082385,-8.85043173836637,-8.41362066211179,-6.58778287660982,27.1989822283213,23.8908596040623,23.7007286154258
-8.04013809952233,-10.8397247811975,-10.6398458932615,-13.0549352407488,-12.7244278611229,-13.9040797116803,-12.1220553979352,-6.78008762667375,43.3738094919536,28.2130295766634,49.4326672669267
-12.260848310113,-12.1890453492254,-11.1953348496393,-12.316223039187,-7.91098085230635,-10.9662724726335,-9.81256025749398,-11.0438217609585,22.2068347693363,32.1857174079807,23.1174485111784
-10.066978291594,-8.37206173903635,-7.23435278619034,-9.15024418165116,-7.76668923834944,-9.4601072483114,-8.83517845781986,-14.5199195488766,51.9194759608072,49.5392507223529,34.4893954083847
-11.1081518793837,-9.39534606606606,-8.48441581112985,-10.4369705451159,-10.8839755143235,-14.0268073298563,-6.296731425534,-12.4578045352534,41.7908896685578,24.7573196769808,25.592566675652
-10.5727952521807,-10.8244860563809,-6.85527937285602,-10.5146065596878,-7.50812126983283,-7.69108528932976,-8.94168322226498,-11.9838188378974,13.9063086002832,27.6628977432498,40.6066663567617
-8.72051072911313,-12.9685247858469,-10.9950424521458,-8.17093947286019,-8.88167162203463,-9.72310063161608,-11.9661472263443,-6.81185106078302,58.4276189347438,36.0831669759471,21.810834161716
-9.49329896966834,-11.5710982033163,-11.0592338029877,-8.60969499154948,-12.6777753940565,-11.3334099723129,-7.14108756614849,-12.9515722174938,24.7038492790482,26.3821142139263,46.6230844568519
-10.3043131318446,-12.0483197284755,-11.9594223998901,-7.77180300672492,-11.2074839258795,-13.5269489399497,-7.68334027374163,-9.44167175961379,55.0514516811585,51.1471871983667,27.7772150389559
-7.68724745397968,-10.5948494964386,-9.00274973367341,-12.1299799010083,-10.6541829519169,-12.5091654144707,-10.7960453117853,-12.878115935687,26.9406227042258,49.8699546968448,27.7487558506953
-8.09897872697702,-11.7074705823637,-11.397978562817,-8.46261625969596,-8.72971728674928,-9.24622309049079,-12.4315445137327,-10.5067985677901,54.9703930717602,53.6420545526664,62.501335126406
-9.33370086140186,-10.5765316076521,-6.69836299852375,-10.7204977276544,-7.32672803617083,-12.5215288396478,-7.50480147214141,-8.94265182769811,15.9582348285941,46.1235954999982,18.9105054387299
-6.83715282538766,-9.1070325136492,-8.05653417726327,-9.55045227781357,-13.9670535100782,-12.0916928243986,-11.7816796620023,-11.7398717929428,13.3706805268535,20.2673310946499,28.1372819297074
-13.1876288837371,-9.01942029295722,-12.9879777469961,-12.3723861613329,-6.41218486747053,-9.81285199184902,-11.296350451903,-9.0519405273837,20.015736014361,57.8817742586893,47.6299896042561
-7.77671177479578,-12.1697872514757,-12.4506010455228,-10.6230389123755,-11.3201022249544,-6.20946027640067,-13.7817222714801,-11.8211182228024,27.1022252399242,56.6186516545771,54.573695843172
-6.68214393115835,-12.583648739316,-10.8489676775527,-7.85134029132407,-6.23404295779346,-8.15080209144624,-10.9440997272488,-11.6472784304903,30.6779087801522,41.8395864644379,40.1950667964353
-11.3563018324529,-6.70008161123982,-13.7775208434295,-11.0975239439225,-8.43404798257165,-14.6672896450977,-7.59540596406115,-10.9956347499751,46.1142776826338,21.8431460701686,48.9764937308442
-11.0000411936929,-8.97541430888977,-13.8766923325043,-9.57852745730057,-10.4429849989866,-11.3994913146636,-11.1708245139131,-7.09977835758962,33.0316305449756,19.6921373537101,20.6960097563686
-8.29325935543235,-7.83167796895281,-5.88953429430723,-8.37702327026567,-13.6330089837103,-6.93478743311111,-5.84262591921724,-8.6027380803735,56.1614946701971,15.7907874879136,39.1675500023877
-12.6336061425516,-13.3119685087656,-13.154180175113,-14.0473895532391,-8.83990703078592,-7.48409435365116,-10.7046782531962,-7.52016935347626,37.5592654132925,30.282257010194,42.8548244786973
-7.2162262039776,-7.49041054455051,-8.53296786327893,-6.04050887732022,-9.27541015435988,-13.63660953613,-8.18031597105274,-5.81498403241951,31.3322012829711,45.3154545888305,45.4208037686069
-11.8663368793982,-5.40592192888493,-9.46860809688922,-12.053020989398,-12.3710661737206,-8.35590351259755,-9.43265412681876,-12.0183123242008,26.0421653427766,40.3810637495597,54.9815258572635
-12.6749680869174,-7.08979772463255,-9.33728857565531,-7.55662819322664,-9.61256264079502,-8.12861339608068,-12.4728537575281,-6.94804844436189,45.0393187707115,44.6380421068228,36.0026357336144
-5.79142772513721,-8.99828337078355,-5.40887225571834,-8.06792186399037,-7.97031294139381,-10.9090246135769,-13.7715550639527,-10.4359960583928,30.425042983226,59.5016650238307,34.6413825603027
-9.51362781716604,-9.05366358455177,-12.0111955417949,-8.61450026009837,-8.49492347975587,-5.91121921961894,-7.351780278828,-14.2282271768386,40.6987809039827,27.5932478661533,17.093804822315
-6.20657818986475,-9.25235798434494,-11.6459084844706,-13.890164808393,-11.0286243296405,-6.43675054858765,-10.0154150867835,-10.696047470646,50.3783285896818,48.3310046762985,19.7053201804461
-12.954703112666,-11.8094490020578,-10.3628261468662,-10.3973744558496,-7.16119735313067,-6.88398552789353,-6.56865560794622,-7.14406055318285,40.3447580104054,57.5049383695645,46.0978359940345
-8.32472808243753,-12.8745496161552,-7.18160800858401,-11.2915670053186,-7.42774095176998,-10.1117038301732,-10.5237205707552,-7.12738833996654,34.8369955887843,19.78059682764,54.2942397679144
-7.34241466683149,-9.85194372435752,-12.9467189222327,-12.6184672300983,-11.8588243125868,-6.6413664638754,-11.6740097315074,-9.89709992843354,39.8534594448691,11.85664837191,52.6770456819911
-10.5123986293306,-10.2850880099428,-8.90765281012422,-5.57388035955979,-12.4879125721804,-13.802436587316,-9.90865636134008,-7.10480353913829,47.8950240468315,25.8732664531621,49.2045617083088
-13.7990364840026,-9.17058667306928,-8.0953525941167,-6.53082489323197,-12.1549364930564,-13.7887432088661,-11.9818014845797,-10.0855523908716,50.9190338610671,47.9671331563499,12.4196736343845
-7.14295699562738,-7.31940204040613,-6.35175343138492,-13.1550075402376,-8.25043405175908,-6.98089574100263,-9.47833814680809,-8.74480433525843,43.7537923964846,50.279208153236,42.0559487786726
-7.24561702374881,-7.95157505129976,-9.75389408934768,-5.91061430877913,-11.6794214196741,-12.3340660347384,-6.40470503408182,-8.88926849688171,40.4667985125852,15.1939979751769,20.0956310352311
-7.80098011509702,-7.05405875277473,-9.17500775022013,-12.8711513958545,-11.7974381853421,-10.2284594257344,-8.95491926386114,-13.4409122546753,42.1612593800935,21.0034939538164,33.1626303893106
-7.04064676780021,-7.58679881490022,-13.921202069317,-7.12090594537556,-7.81405850656796,-10.1579799245279,-6.48777216933342,-8.4986600074498,43.6132336866169,58.7730991662364,44.5153609240078
-13.4905171890561,-12.9050009758091,-9.35043004485266,-10.2120783851543,-10.2714989749882,-6.62918996763602,-13.4652068770686,-11.537724438143,42.9070083018858,52.9456542732369,20.9774764644855
-6.67285397637356,-9.44071987823211,-13.3610690165479,-11.4442744640303,-11.7154219652764,-13.45356246007,-9.45816170919081,-8.37684403207712,14.8709808730579,55.1960218633292,49.1185477426043
-5.66544478174904,-11.3220170920189,-11.530892401529,-9.037603115479,-8.05905678011523,-12.6545829666057,-9.62786016302789,-13.8206441059541,18.3005193966441,23.0279812269146,25.8226623302617
-8.44001070973184,-13.507597275876,-12.546217094847,-8.30956267511007,-12.9866950591719,-8.99142505467869,-13.419933678587,-11.3376376925865,52.4059022535221,61.3765408003936,26.4540710646543
-12.1772516915174,-6.85303304604441,-7.38886990715331,-7.5198127490161,-8.9644132358986,-9.38063904541126,-6.50822665568162,-7.01923777342867,43.0258129309863,39.7340862423414,14.1381311121339
-12.6014041584213,-7.78244479545299,-11.2564733305434,-9.28434110412421,-6.80283682103362,-10.3285426139846,-12.3218772645844,-13.9682997116265,18.6130123297626,25.9831839791033,33.3594104842865
-6.01165389759652,-8.84422042680299,-8.63947581187962,-11.6152968039829,-6.11501176097291,-12.1325403754395,-8.30062882916536,-10.1692693360643,57.3052192527743,21.4137159945094,19.3611242297979
-10.6859886936052,-13.347630360601,-13.9177612864887,-13.1230661358377,-8.19745772068855,-11.5168491977607,-7.35708515789639,-11.1605417571724,25.8960229710094,56.2581035827054,49.9749634195003
-7.95333835991519,-9.8843099245294,-9.82180544121237,-7.73886798243038,-15.2092872402025,-7.04375597156258,-12.8927340164874,-10.3614393888339,37.3772553574468,31.2412225275475,27.0356548715208
-14.1423895925432,-7.80585024419054,-11.9181977307093,-9.66320241991151,-13.1931649089139,-7.65374106305838,-10.5014309196789,-11.1961249644831,12.8174450202787,26.6501290245156,25.6726172378578
-9.15355211810023,-11.3422207609518,-12.3064712628531,-11.0563828736516,-13.3817537292186,-9.58954174116394,-7.40105668719299,-7.43279636894958,58.1407124962017,26.25420758205,47.784049465775
-12.9171096704318,-11.6838699251395,-11.7973297335864,-6.75863581874082,-13.6475068269926,-9.42053414024459,-7.18001017350983,-12.7144497719542,59.685996241722,33.2150303132599,61.3003114606021
-9.93741611237451,-6.29103644261882,-9.5563970816168,-8.22521231285576,-13.8459966546334,-6.40130711006187,-8.28591313902196,-13.5054798508361,53.2101262116339,43.4908876362489,28.4967278152937
-11.8070855462146,-12.3153098411886,-6.39692401374318,-7.17297464137618,-7.75515009459015,-4.95109995139809,-10.1577218110622,-10.099698352267,51.1523873937491,22.3918988305726,31.5618334082945
-7.83783596572746,-10.3096227839421,-7.85774165455624,-9.19256766270986,-8.8596390599031,-8.07818382539321,-14.1151820316655,-5.05301022351813,35.974146168743,45.0299385696533,57.8028141332441
-10.4046505669593,-10.1343111354117,-8.04643418669887,-11.4758218790828,-7.408608217292,-14.003417561952,-12.6435153146684,-7.33358235744387,43.0703377208789,55.8690184509556,26.3532667003339
-12.1577194863977,-6.62192859351449,-10.3294099214296,-13.5366253827401,-7.52247327239113,-10.9908335360526,-13.5761476130765,-14.7351803949238,49.7631260324211,50.8499247641419,44.436421957612
-7.4802307371879,-11.5950369995739,-15.0386088035428,-13.4381458237926,-7.57313412573608,-11.2890372109003,-12.5006648281952,-9.4897957330686,19.8181181166088,44.9515017661499,25.9519345747191
-13.0702765819952,-6.46153784280643,-7.58474246246181,-13.7115849180804,-11.9314030151111,-12.1501579327635,-13.2555597317494,-6.87045086823497,65.1817652899772,43.5091521821916,48.4011478115804
-5.19887095436361,-6.80252378462488,-10.9909769977168,-10.2244092776985,-14.4163729827604,-10.16885415036,-8.12130597148836,-6.8500860996712,31.4170453406812,40.3195211717743,19.2568957957963
-10.7201020697388,-14.1991889376426,-11.5838078817734,-10.7514065709952,-13.0721503956392,-7.28561909035221,-5.59076259477064,-10.6604661511462,29.9683212648612,51.6928305789479,43.2738321642741
-8.6691107150442,-5.83906546033872,-10.1517356793061,-12.2239276364138,-6.34254956832435,-9.12615949064773,-6.75163019017968,-9.94613536194712,17.2162855300005,52.7623042387306,58.3241650195559
-6.80001731487969,-8.20137172445795,-9.66001232971996,-6.99172679592669,-12.1363406602154,-12.7577535214541,-8.53200880599022,-12.0691164932959,34.1786540102796,53.4793503165536,55.9972387727466
-4.87338807591703,-13.2079966561305,-11.1885508574829,-7.27022326698527,-14.1840250498075,-7.95032900831615,-9.13230110459542,-8.32021300391294,36.0068065766303,49.1614452964626,49.8458269545401
-8.65428077645553,-7.47422327671433,-12.915510949899,-6.87180145176174,-11.0941805714271,-13.0173925420884,-13.0108994834484,-5.45664778556907,42.8281984575384,45.2842347839847,52.9832014772168
-8.1712968451553,-12.4769491757578,-6.97998413672484,-11.8389221756225,-13.3698680332778,-13.2934315453297,-8.08845349430619,-8.41664425852755,41.6860497316055,22.0322407092084,26.1656746405468
-12.6258494171407,-14.1233573643384,-10.1335569572477,-7.89147423905227,-9.97355242869956,-11.7247711891197,-9.56792462506704,-9.83645071181702,39.9022398475092,17.3445180746668,18.6163668917608
-6.46917479454121,-10.8877708544997,-15.214120773477,-7.69974559319904,-8.11236078593321,-12.4283756214301,-7.37196792392013,-9.29807331730193,31.8455764845363,14.8173282486561,56.9992303452571
-13.0976578260344,-7.16839415277587,-12.5794778696843,-7.43574575119466,-12.7589268149161,-12.5411448178589,-14.0939492547484,-13.3951588257593,24.5710047469998,40.9602031946008,5.99152796933195
-9.77752306194557,-7.43989784334553,-7.81664333130792,-5.82878438200708,-9.76932012095163,-12.2196967035378,-12.9210249319617,-6.62102331478801,36.3333283634973,18.7546353255166,17.6176254844351
-5.38162595928367,-14.6132519285544,-10.1912595383618,-12.155005562095,-8.29985909100249,-9.76573622572189,-9.65933487604512,-13.033382834279,58.6537356363027,26.4191783395072,33.995820903912
-11.6159023739034,-9.78226503373729,-12.0389900126513,-11.5992536218408,-9.13333498655399,-14.2696101311236,-11.0903819734603,-12.5263557491931,51.3277556642191,35.2769777063455,21.1721447395685
-9.08396399758896,-6.55678691976517,-13.7296258087601,-13.7026981519875,-8.72394561635144,-7.11548742671497,-8.62893340700073,-11.5823962355447,15.7554739758256,34.4092648372287,28.2424496038933
-13.2096231965995,-14.9325582431839,-6.63077072112635,-7.35836223508092,-11.613910452371,-13.9254060929026,-8.49493975012237,-7.50181294048717,48.6049567758862,50.753855212417,34.8283760562481
-8.52080056148814,-12.606754559001,-9.41093897960568,-13.490248630282,-5.65586111105466,-6.02164714505058,-9.06484894931363,-12.7299779038746,58.3255802818341,66.5584130920353,27.2507796078105
-13.4820192245753,-9.58549459635466,-6.9427134589362,-7.46213036766322,-9.56936020821845,-13.8918611867493,-9.51659944061935,-13.3504556681709,16.175546861178,25.2935104992008,15.3079501607514
-9.87848345653107,-11.0614966719537,-11.8872064132979,-6.35163106972957,-8.99334819053859,-9.62946375840763,-8.31209507308202,-10.8379251630302,21.8150939787563,63.0893742348009,31.246855096647
-12.6470456999033,-14.683679820423,-7.28305087469332,-14.7008589016902,-10.5943040778409,-7.45969988524215,-7.11113937067147,-5.667571020314,46.4709119640989,35.5881031776255,34.9865236784681
-13.5174613725715,-9.49555287874863,-11.8305927421954,-14.0742406461863,-11.5492477290356,-10.6115357778976,-8.97457285976224,-13.6460138162319,55.992240933096,26.923094123014,60.417108950828
-6.17109191146912,-11.0859996970687,-7.97717752349656,-11.2584931278331,-13.5834301468614,-12.2117727962174,-14.1776215026597,-7.84870950998739,57.9025846482022,56.5115508463816,37.310099196533
-9.82275335380016,-11.0982944353595,-9.07029540696833,-8.24790114228288,-8.03001641388098,-11.8189348071795,-6.36530714087607,-10.8837033839934,63.1087297396967,35.1987292292411,50.3117849247297
-12.7325693834634,-12.4338802932035,-12.6041872927481,-13.0754715662734,-15.1991392931743,-11.4507130705188,-7.51123768851673,-12.4901871146504,28.8685567534994,22.71344989356,12.5383790716412
-8.22616857277974,-11.4677798555358,-7.88084444183763,-8.77429485167284,-4.77769446285674,-7.71701688351017,-14.2053464122671,-10.9532043239502,45.2959673109872,31.7249781440303,16.6082478282333
-13.022593509357,-10.7129173621535,-6.50918335167877,-10.5569664927735,-6.22740861479426,-12.8669517475222,-6.03787033361383,-12.6962453106428,58.0074922042375,53.8049480739981,15.7073958124733
-7.15649386276538,-6.83258196947677,-12.9080910243127,-8.70289580535749,-7.07717464058008,-11.1970753917312,-10.2905348239858,-11.9680571944243,51.22561473854,55.751591720857,16.7312919436663
-11.3604529883242,-12.1505123732961,-9.79534130699048,-14.5128873802172,-10.2910415512174,-7.06461951144133,-13.0802492732541,-9.12768532561837,26.3580011971237,23.9544067621173,14.3272748435964
-7.76509217570629,-8.86133525776071,-6.17887446495146,-5.36024286394566,-5.38569288608711,-10.2442947472017,-6.52151873224974,-8.04040261326311,39.5809031206125,26.7053634042211,51.5018808200257
-12.5237806179607,-8.62334686005162,-5.97222753860802,-13.9125120090866,-6.95170461361483,-10.3972039019484,-11.4509497853448,-14.8328796102316,45.1312478155887,19.9951036957966,21.4968116690987
